date,gross,person,shared,sas,description,cat,account,exclude_from_budget,sav_account_only,tag,area,comments
10/10/2019,-33.360,s,,,voi scooter,Transportation,,,,,,
10/10/2019,-41.630,s,,,Café/restaurant 382,Café&restaurant,,,,,,
11/10/2019,-26.000,s,,,Café/restaurant 77,Café&restaurant,,,,,,
11/10/2019,-33.250,s,,,Aldi,Groceries,,,,,,
11/10/2019,-34.540,s,,,voi scooter,Transportation,,,,,,
14/10/2019,-35.900,s,,,Aldi,Groceries,,,,,,
14/10/2019,-119.700,s,,,Café/restaurant 455,Café&restaurant,,,,,,
14/10/2019,-121.460,s,,,Aldi,Groceries,,,,,,
14/10/2019,-210.110,s,,,IRMA,Groceries,,,,,,
15/10/2019,-1.120,s,,,Superbrugsen,Groceries,,,,,,
15/10/2019,-19.200,s,,,voi scooter,Transportation,,,,,,
15/10/2019,-35.100,s,,,Café/restaurant 455,Café&restaurant,,,,,,
15/10/2019,-642.550,s,,,Flight to Manchester,Flights,,,,,,
15/10/2019,-6149.470,s,,,timetravel Lampland,Hotels,,,,Tag 30,,
16/10/2019,10.800,s,,,Mobilepay,Mobilepay,,,,,,
16/10/2019,-25.890,s,,,Netto,Groceries,,,,,,
16/10/2019,-163.000,s,,,Present,Present,,,,,,
17/10/2019,8.160,s,,,Mobilepay,Mobilepay,,,,,,
17/10/2019,-27.800,s,,,voi scooter,Transportation,,,,,,
17/10/2019,-63.650,s,,,Aldi,Groceries,,,,,,
17/10/2019,-98.440,s,,,Café/restaurant 56,Café&restaurant,,,,,,
18/10/2019,-5.880,s,,,Café/restaurant 80,Café&restaurant,,,,,,
18/10/2019,-42.140,s,,,Café/restaurant 209,Café&restaurant,,,,,,
20/10/2019,158.720,s,,,Mobilepay,Mobilepay,,,,,,
21/10/2019,-17.100,s,,,Café/restaurant 101,Café&restaurant,,,,,,
21/10/2019,-20.720,s,,,voi scooter,Transportation,,,,,,
21/10/2019,-43.470,s,,,fakta,Groceries,,,,,,
21/10/2019,-132.340,s,,,Café/restaurant 357,Café&restaurant,,,,,,
21/10/2019,-180.790,s,,,Aldi,Groceries,,,,,,
22/10/2019,-35.180,s,,,LIDL,Groceries,,,,,,
22/10/2019,-55.860,s,,,Bar 41,Bar&cocktails,,,,,,
22/10/2019,-538.890,s,,,Easyjet,Flights,,,,,,
23/10/2019,-18.800,s,,,Café/restaurant 94,Café&restaurant,,,,,,
23/10/2019,-300.090,s,,,DSB card,Transportation,,,,,,
24/10/2019,-17.880,s,,,Café/restaurant 102,Café&restaurant,,,,,,
24/10/2019,-151.300,s,,,Bar 129,Bar&cocktails,,,,,,
25/10/2019,-9.750,s,,,Café/restaurant 143,Café&restaurant,,,,,,
25/10/2019,-29.370,s,,,IRMA,Groceries,,,,,,
25/10/2019,-34.220,s,,,Aldi,Groceries,,,,,,
25/10/2019,-247.050,s,,,Bar 134,Bar&cocktails,,,,,,
28/10/2019,-1.900,s,,,Bar 25,Bar&cocktails,,,,,,
28/10/2019,-17.620,s,,,Aldi,Groceries,,,,,,
28/10/2019,-46.530,s,,,Lebara,Subscriptions,,,,,,
28/10/2019,-99.100,s,,,IRMA,Groceries,,,,,,
28/10/2019,-121.120,s,,,Dentist,Health,,,,,,
29/10/2019,-1.920,s,,,voi scooter,Transportation,,,,,,
29/10/2019,-33.950,s,,,Café/restaurant 114,Café&restaurant,,,,,,
29/10/2019,-35.630,s,,,voi scooter,Transportation,,,,,,
29/10/2019,-830.670,s,,,Easyjet,Flights,,,,,,
29/10/2019,-1166.020,s,,,ryanair,Flights,,,,,,
30/10/2019,31222.15367,s,,,Salary 8,Salary,,,,,,
30/10/2019,-17.300,s,,,Café/restaurant 180,Café&restaurant,,,,,,
30/10/2019,-29.210,s,,,Aldi,Groceries,,,,,,
30/10/2019,-83.160,s,,,Café/restaurant 321,Café&restaurant,,,,,,
30/10/2019,-90.960,s,,,Aldi,Groceries,,,,,,
31/10/2019,-31.800,s,,,voi scooter,Transportation,,,,,,
31/10/2019,-59.940,s,,,Fotex,Groceries,,,,,,
31/10/2019,-7400.000,s,,,Nordhavn,Rent,,,,,,
01/11/2019,7374.720,s,,,SU,SU,,,,,,
01/11/2019,-63.750,s,,,Bar 139,Bar&cocktails,,,,,,
01/11/2019,-69.960,s,,,Bar 142,Bar&cocktails,,,,,,
01/11/2019,-129.000,s,,,Rejsekort,Transportation,,,,,,
01/11/2019,-345.600,s,,,Café/restaurant 468,Café&restaurant,,,,,,
04/11/2019,-42.000,s,,,voi scooter,Transportation,,,,,,
04/11/2019,-74.250,s,,,Bar 45,Bar&cocktails,,,,,,
04/11/2019,-85.360,s,,,Café/restaurant 77,Café&restaurant,,,,,,
04/11/2019,-110.500,s,,,Café/restaurant 329,Café&restaurant,,,,,,
04/11/2019,-155.220,s,,,Aldi,Groceries,,,,,,
04/11/2019,-296.430,s,,,IRMA,Groceries,,,,,,
05/11/2019,-1.000,s,,,voi scooter,Transportation,,,,,,
05/11/2019,-23.640,s,,,Aldi,Groceries,,,,,,
05/11/2019,-46.500,s,,,Café/restaurant 354,Café&restaurant,,,,,,
05/11/2019,-87.870,s,,,Fotex,Groceries,,,,,,
06/11/2019,-15.400,s,,,voi scooter,Transportation,,,,,,
06/11/2019,-16.020,s,,,IRMA,Groceries,,,,,,
06/11/2019,-34.000,s,,,Bar 129,Bar&cocktails,,,,,,
07/11/2019,-18.040,s,,,Café/restaurant 257,Café&restaurant,,,,,,
08/11/2019,-11.700,s,,,Bar 44,Bar&cocktails,,,,,,
08/11/2019,-22.320,s,,,voi scooter,Transportation,,,,,,
08/11/2019,-41.850,s,,,Bar 44,Bar&cocktails,,,,,,
08/11/2019,-45.220,s,,,Café/restaurant 374,Café&restaurant,,,,,,
08/11/2019,-78.000,s,,,Café/restaurant 267,Café&restaurant,,,,,,
08/11/2019,-82.650,s,,,Bar 76,Bar&cocktails,,,,,,
09/11/2019,-19.430,s,,,Bar 142,Bar&cocktails,,,,,,
09/11/2019,-183.300,s,,,voi scooter,Transportation,,,,,,
09/11/2019,-575.250,s,,,Café/restaurant 403,Café&restaurant,,,,,,
10/11/2019,-13.740,s,,,Fotex,Groceries,,,,,,
11/11/2019,-37.320,s,,,Aldi,Groceries,,,,,,
11/11/2019,-48.620,s,,,Café/restaurant 135,Café&restaurant,,,,,,
12/11/2019,-111.600,s,,,IRMA,Groceries,,,,,,
13/11/2019,-10.000,s,,,Café/restaurant 265,Café&restaurant,,,,,,
13/11/2019,-86.000,s,,,Present,Present,,,,,,
14/11/2019,-63.860,s,,,Hostelworld,Hotels,,,,,,
15/11/2019,-37.470,s,,,Netto,Groceries,,,,,,
18/11/2019,-42.560,s,,,Café/restaurant 353,Café&restaurant,,,,,,
18/11/2019,-42.900,s,,,Café/restaurant 77,Café&restaurant,,,,,,
18/11/2019,-121.000,s,,,Aldi,Groceries,,,,,,
18/11/2019,-222.300,s,,,IRMA,Groceries,,,,,,
19/11/2019,-0.450,s,,,voi scooter,Transportation,,,,,,
19/11/2019,-39.480,s,,,DSB card,Transportation,,,,,,
19/11/2019,-125.330,s,,,Ryanair,Flights,,,,,,
20/11/2019,-15.370,s,,,Aldi,Groceries,,,,,,
20/11/2019,-68.530,s,,,Netflix,Subscriptions,,,,,,
21/11/2019,-9.800,s,,,Café/restaurant 145,Café&restaurant,,,,,,
21/11/2019,-50.400,s,,,Café/restaurant 276,Café&restaurant,,,,,,
21/11/2019,-107.000,s,,,Present,Present,,,,,,
22/11/2019,-1.920,s,,,Café/restaurant 144,Café&restaurant,,,,,,
22/11/2019,-5.700,s,,,Café/restaurant 206,Café&restaurant,,,,,,
22/11/2019,-11.250,s,,,Cloath/beauty store 379,Cloathing&Beauty,,,,,,
22/11/2019,-40.180,s,,,Spotify,Subscriptions,,,,,,
22/11/2019,-67.230,s,,,Fotex,Groceries,,,,,,
22/11/2019,-202.910,s,,,Hostelworld,Hotels,,,,,,
22/11/2019,-247.050,s,,,Cloath/beauty store 99,Cloathing&Beauty,,,,,,
22/11/2019,-339.650,s,,,Café/restaurant 16,Café&restaurant,,,,,,
22/11/2019,-575.900,s,,,Cloath/beauty store 391,Cloathing&Beauty,,,,,,
25/11/2019,-6.770,s,,,Rema1000,Groceries,,,,,,
25/11/2019,-30.150,s,,,Café/restaurant 323,Café&restaurant,,,,,,
25/11/2019,-67.380,s,,,Irma,Groceries,,,,,,
25/11/2019,-281.890,s,,,Cloath/beauty store 355,Cloathing&Beauty,,,,,,
26/11/2019,-137.350,s,,,Bar 75,Bar&cocktails,,,,,,
27/11/2019,-15.900,s,,,Café/restaurant 200,Café&restaurant,,,,,,
27/11/2019,-37.620,s,,,Lebara,Subscriptions,,,,,,
28/11/2019,6370.938605,s,,,Salary 8,Salary,,,,,,
29/11/2019,-15.200,s,,,Café/restaurant 176,Café&restaurant,,,,,,
29/11/2019,-60.680,s,,,Aldi,Groceries,,,,,,
29/11/2019,-88.400,s,,,Café/restaurant 333,Café&restaurant,,,,,,
29/11/2019,-94.700,s,,,IRMA,Groceries,,,,,,
01/12/2019,2565.120,s,,,SU,SU,,,,,,
01/12/2019,-6280.000,s,,,Nordhavn,Rent,,,,,,
02/12/2019,-37.810,s,,,Aldi,Groceries,,,,,,
02/12/2019,-76.480,s,,,Café/restaurant 159,Café&restaurant,,,,,,
03/12/2019,-7.800,s,,,Café/restaurant 433,Café&restaurant,,,,,,
04/12/2019,-157.810,s,,,Cloath/beauty store 136,Cloathing&Beauty,,,,,,
05/12/2019,-11.330,s,,,Café/restaurant 303,Café&restaurant,,,,,,
05/12/2019,-170.380,s,,,Cloath/beauty store 7,Cloathing&Beauty,,,,,,
06/12/2019,-19.800,s,,,Café/restaurant 209,Café&restaurant,,,,,,
09/12/2019,-10.280,s,,,Café/restaurant 155,Café&restaurant,,,,,,
10/12/2019,-3.440,s,,,Café/restaurant 210,Café&restaurant,,,,Tag 30,,
10/12/2019,-16.240,s,,,Café/restaurant 347,Café&restaurant,,,,Tag 30,,
10/12/2019,-76.540,s,,,Café/restaurant 192,Café&restaurant,,,,,,
10/12/2019,-81.780,s,,,IRMA,Groceries,,,,,,
10/12/2019,-99.000,s,,,Café/restaurant 429,Café&restaurant,,,,,,
10/12/2019,-130.820,s,,,Present,Present,,,,Tag 30,,
12/12/2019,-5.860,s,,,Café/restaurant 185,Café&restaurant,,,,Tag 30,,
13/12/2019,-6.080,s,,,Café/restaurant 5,Café&restaurant,,,,Tag 30,,
13/12/2019,-9.670,s,,,Café/restaurant 431,Café&restaurant,,,,Tag 30,,
13/12/2019,-12.620,s,,,Café/restaurant 130,Café&restaurant,,,,Tag 30,,
13/12/2019,-18.500,s,,,Café/restaurant 90,Café&restaurant,,,,Tag 30,,
13/12/2019,-23.350,s,,,Café/restaurant 278,Café&restaurant,,,,Tag 30,,
13/12/2019,-40.130,s,,,Café/restaurant 217,Café&restaurant,,,,Tag 30,,
13/12/2019,-44.320,s,,,Café/restaurant 393,Café&restaurant,,,,Tag 30,,
13/12/2019,-59.350,s,,,Café/restaurant 191,Café&restaurant,,,,Tag 30,,
13/12/2019,-123.980,s,,,Café/restaurant 193,Café&restaurant,,,,Tag 30,,
13/12/2019,-374.300,s,,,Café/restaurant 199,Café&restaurant,,,,Tag 30,,
13/12/2019,-388.410,s,,,Rema1000,Groceries,,,,Tag 30,,
17/12/2019,-13.300,s,,,Irma,Groceries,,,,,,
17/12/2019,-32.240,s,,,Irma,Groceries,,,,,,
17/12/2019,-51.000,s,,,Aldi,Groceries,,,,,,
17/12/2019,-81.250,s,,,Café/restaurant 52,Café&restaurant,,,,,,
17/12/2019,-115.640,s,,,Café/restaurant 241,Café&restaurant,,,,,,
17/12/2019,-265.730,s,,,Irma,Groceries,,,,,,
18/12/2019,-3.880,s,,,Aldi,Groceries,,,,,,
18/12/2019,-19.400,s,,,Café/restaurant 410,Café&restaurant,,,,,,
19/12/2019,-26.040,s,,,Bar 50,Bar&cocktails,,,,,,
20/12/2019,-5.200,s,,,Café/restaurant 350,Café&restaurant,,,,,,
20/12/2019,-5.520,s,,,Café/restaurant 1,Café&restaurant,,,,,,
20/12/2019,-35.800,s,,,Café/restaurant 430,Café&restaurant,,,,,,
21/12/2019,-36.720,s,,,Café/restaurant 92,Café&restaurant,,,,,,
21/12/2019,-399.940,s,,,Cloath/beauty store 334,Cloathing&Beauty,,,,,,
23/12/2019,-103.000,s,,,Lebara,Subscriptions,,,,,,
27/12/2019,13121.55916,s,,,Salary 8,Salary,,,,,,
27/12/2019,-35.820,s,,,Cloath/beauty store 278,Cloathing&Beauty,,,,,,
27/12/2019,-50.180,s,,,Cloath/beauty store 5,Cloathing&Beauty,,,,,,
27/12/2019,-74.480,s,,,spotify,Subscriptions,,,,,,
27/12/2019,-189.090,s,,,Lebara,Subscriptions,,,,,,
30/12/2019,-8.600,s,,,Bar 21,Bar&cocktails,,,,,,
30/12/2019,-44.410,s,,,Café/restaurant 240,Café&restaurant,,,,,,
30/12/2019,-72.000,s,,,Bar 68,Bar&cocktails,,,,,,
30/12/2019,-91.070,s,,,Bar 52,Bar&cocktails,,,,,,
30/12/2019,-100.600,s,,,Café/restaurant 97,Café&restaurant,,,,,,
01/01/2020,159.840,s,,,SU,SU,,,,,,
01/01/2020,-96.080,s,,,Café/restaurant 194,Café&restaurant,,,,,,
01/01/2020,-320.000,s,,,Nordhavn,Rent,,,,,,
02/01/2020,-759.600,s,,,DSB Card,Transportation,,,,,,
03/01/2020,-19.400,s,,,Bar 68,Bar&cocktails,,,,,,
03/01/2020,-45.580,s,,,Aldi,Groceries,,,,,,
03/01/2020,-47.250,s,,,Irma,Groceries,,,,,,
06/01/2020,-5.360,s,,,Aldi,Groceries,,,,,,
06/01/2020,-9.520,s,,,Café/restaurant 405,Café&restaurant,,,,,,
06/01/2020,-17.490,s,,,fakta,Groceries,,,,,,
06/01/2020,-27.450,s,,,Irma,Groceries,,,,,,
06/01/2020,-33.900,s,,,Café/restaurant 26,Café&restaurant,,,,,,
06/01/2020,-99.450,s,,,Café/restaurant 407,Café&restaurant,,,,,,
07/01/2020,-2.450,s,,,VOI scooter,Transportation,,,,,,
07/01/2020,-17.800,s,,,Bar 85,Bar&cocktails,,,,,,
07/01/2020,-130.660,s,,,Airbnb,Hotels,,,,Tag 30,,
07/01/2020,-370.560,s,,,Café/restaurant 225,Café&restaurant,,,,,,
08/01/2020,-4.390,s,,,Aldi,Groceries,,,,,,
08/01/2020,-25.740,s,,,Café/restaurant 100,Café&restaurant,,,,,,
08/01/2020,-41.600,s,,,Café/restaurant 351,Café&restaurant,,,,,,
09/01/2020,-46.740,s,,,Café/restaurant 292,Café&restaurant,,,,,,
09/01/2020,-151.770,s,,,FitnessWorld,Subscriptions,,,,,,
10/01/2020,-4.800,s,,,Fotex,Groceries,,,,,,
10/01/2020,-12.700,s,,,Aldi,Groceries,,,,,,
10/01/2020,-24.750,s,,,Café/restaurant 242,Café&restaurant,,,,,,
10/01/2020,-58.000,s,,,Café/restaurant 11,Café&restaurant,,,,,,
10/01/2020,-74.420,s,,,Fotex,Groceries,,,,,,
12/01/2020,-23.000,s,,,Café/restaurant 425,Café&restaurant,,,,,,
13/01/2020,-14.940,s,,,Cloath/beauty store 191,Cloathing&Beauty,,,,,,
13/01/2020,-33.060,s,,,Café/restaurant 152,Café&restaurant,,,,,,
13/01/2020,-195.850,s,,,Cloath/beauty store 208,Cloathing&Beauty,,,,,,
13/01/2020,-277.500,s,,,Cloath/beauty store 144,Cloathing&Beauty,,,,,,
15/01/2020,-149.470,s,,,Irma,Groceries,,,,,,
15/01/2020,-185.600,s,,,Aldi,Groceries,,,,,,
16/01/2020,-21.880,s,,,Irma,Groceries,,,,,,
16/01/2020,-22.860,s,,,Café/restaurant 442,Café&restaurant,,,,Tag 30,,
16/01/2020,-85.700,s,,,Café/restaurant 227,Café&restaurant,,,,,,
16/01/2020,-414.400,s,,,Café/restaurant 285,Café&restaurant,,,,,,
17/01/2020,48.760,s,,,Mobilepay,Mobilepay,,,,Tag 30,,
17/01/2020,-45.650,s,,,Bar 30,Bar&cocktails,,,,Tag 30,,
17/01/2020,-59.980,s,,,Café/restaurant 476,Café&restaurant,,,,Tag 30,,
17/01/2020,-86.120,s,,,Bar 1,Bar&cocktails,,,,Tag 30,,
17/01/2020,-90.240,s,,,Bar 12,Bar&cocktails,,,,Tag 30,,
17/01/2020,-215.800,s,,,Bus,Transportation,,,,Tag 30,,
17/01/2020,-269.700,s,,,Hostel Manchester,Hotels,,,,Tag 30,,
18/01/2020,-24.360,s,,,Fotex,Groceries,,,,Tag 30,,
18/01/2020,-251.260,s,,,Bar 6,Bar&cocktails,,,,Tag 30,,
18/01/2020,-570.420,s,,,Café/restaurant 141,Café&restaurant,,,,Tag 30,,
19/01/2020,-1.340,s,,,Bar 41,Bar&cocktails,,,,Tag 30,,
19/01/2020,-142.160,s,,,Café/restaurant 143,Café&restaurant,,,,Tag 30,,
19/01/2020,-267.620,s,,,Café/restaurant 336,Café&restaurant,,,,Tag 30,,
20/01/2020,-2.890,s,,,Uber,Transportation,,,,Tag 30,,
20/01/2020,-3.730,s,,,Uber,Transportation,,,,Tag 30,,
20/01/2020,-134.350,s,,,Café/restaurant 220,Café&restaurant,,,,Tag 30,,
21/01/2020,-36.470,s,,,Café/restaurant 161,Café&restaurant,,,,Tag 30,,
21/01/2020,-81.520,s,,,Café/restaurant 434,Café&restaurant,,,,Tag 30,,
21/01/2020,-193.000,s,,,Rejsekort,Transportation,,,,,,
22/01/2020,-31.620,s,,,Aldi,Groceries,,,,,,
22/01/2020,-138.730,s,,,Irma,Groceries,,,,,,
23/01/2020,-15.190,s,,,Spotify,Subscriptions,,,,,,
27/01/2020,-6.960,s,,,Café/restaurant 21,Café&restaurant,,,,,,
27/01/2020,-25.280,s,,,Aldi,Groceries,,,,,,
27/01/2020,-67.160,s,,,Aldi,Groceries,,,,,,
27/01/2020,-603.510,s,,,Fotex,Groceries,,,,,,
28/01/2020,-19.600,s,,,Café/restaurant 445,Café&restaurant,,,,,,
28/01/2020,-36.900,s,,,VOI scooter,Transportation,,,,,,
28/01/2020,-86.130,s,,,Lebara,Subscriptions,,,,,,
28/01/2020,-138.000,s,,,Bar 22,Bar&cocktails,,,,,,
29/01/2020,-97.010,s,,,Aldi,Groceries,,,,,,
30/01/2020,-76.120,s,,,VOI scooter,Transportation,,,,,,
30/01/2020,-156.000,s,,,Present,Present,,,,,,
30/01/2020,-159.390,s,,,Café/restaurant 323,Café&restaurant,,,,,,
30/01/2020,4278.395722,s,,,Salary 8,Salary,,,,,,
01/02/2020,39.960,s,,,SU,SU,,,,,,
01/02/2020,-10.400,s,,,VOI scooter,Transportation,,,,,,
01/02/2020,-129.350,s,,,Bar 43,Bar&cocktails,,,,,,
01/02/2020,-135.200,s,,,Bar 49,Bar&cocktails,,,,,,
01/02/2020,-439.850,s,,,DSB Card,Transportation,,,,,,
01/02/2020,-2040.000,s,,,Nordhavn,Rent,,,x,,,
02/02/2020,-24.090,s,,,Aldi,Groceries,,,,,,
02/02/2020,-755.670,s,,,Fotex,Groceries,,,,,,
03/02/2020,-19.380,s,,,Café/restaurant 61,Café&restaurant,,,,,,
03/02/2020,-139.000,s,,,FitnessWorld,Subscriptions,,,,,,
05/02/2020,-43.700,s,,,Fotex,Groceries,,,,,,
06/02/2020,-37.640,s,,,Fotex,Groceries,,,,,,
07/02/2020,-15.590,s,,,Fotex,Groceries,,,,,,
09/02/2020,-5550.040,s,,,Savings,Savings,,,x,,,
10/02/2020,-15.500,s,,,Irma,Groceries,,,,,,
10/02/2020,-66.000,s,,,Café/restaurant 227,Café&restaurant,,,,,,
10/02/2020,-289.070,s,,,Fotex,Groceries,,,,,,
10/02/2020,-340.300,s,,,Bar 108,Bar&cocktails,,,,,,
11/02/2020,-28.800,s,,,Aldi,Groceries,,,,,,
11/02/2020,-61.130,s,,,VOI scooter,Transportation,,,,,,
11/02/2020,-119.830,s,,,Irma,Groceries,,,,,,
11/02/2020,-278.960,s,,,Aldi,Groceries,,,,,,
13/02/2020,-9.170,s,,,Irma,Groceries,,,,,,
13/02/2020,-556.000,s,,,Bar 2,Bar&cocktails,,,,,,
15/02/2020,-70.000,s,,,Aldi,Groceries,,,,,,
15/02/2020,-501.930,s,,,Fotex,Groceries,,,,,,
17/02/2020,-31.510,s,,,Irma,Groceries,,,,,,
17/02/2020,-56.250,s,,,Aldi,Groceries,,,,,,
18/02/2020,-3.480,s,,,Irma,Groceries,,,,,,
18/02/2020,-75.520,s,,,Café/restaurant 12,Café&restaurant,,,,,,
19/02/2020,-92.000,s,,,Cinema,Entertainment,,,,,,
21/02/2020,-55.540,s,,,Aldi,Groceries,,,,,,
22/02/2020,-18.230,s,,,Cinema,Entertainment,,,,,,
22/02/2020,-239.400,s,,,Café/restaurant 86,Café&restaurant,,,,,,
23/02/2020,-124.410,s,,,Aldi,Groceries,,,,,,
23/02/2020,-387.600,s,,,Irma,Groceries,,,,,,
24/02/2020,-21.700,s,,,Café/restaurant 374,Café&restaurant,,,,,,
24/02/2020,-27.440,s,,,Spotify,Subscriptions,,,,,,
24/02/2020,-80.500,s,,,Aldi,Groceries,,,,,,
24/02/2020,-120.750,s,,,Café/restaurant 346,Café&restaurant,,,,,,
25/02/2020,-83.750,s,,,Aldi,Groceries,,,,,,
27/02/2020,7037.178826,s,,,Salary 8,Salary,,,,,,
28/02/2020,-52.280,s,,,Café/restaurant 288,Café&restaurant,,,,,,
28/02/2020,-59.700,s,,,Irma,Groceries,,,,,,
28/02/2020,-192.060,s,,,Lebara,Subscriptions,,,,,,
01/03/2020,1278.720,s,,,SU,SU,,,,,,
01/03/2020,-5880.000,s,,,Nordhavn,Rent,,,,,,
02/03/2020,-4.740,s,,,Irma,Groceries,,,,,,
02/03/2020,-15.360,s,,,Café/restaurant 238,Café&restaurant,,,,,,
02/03/2020,-91.320,s,,,Wind,Subscriptions,,,,,,
02/03/2020,-113.580,s,,,Aldi,Groceries,,,,,,
02/03/2020,-311.080,s,,,Cloath/beauty store 249,Cloathing&Beauty,,,,,,
02/03/2020,-394.760,s,,,FitnessWorld,Subscriptions,,,,,,
03/03/2020,-188.940,s,,,Irma,Groceries,,,,,,
04/03/2020,-26.840,s,,,Fotex,Groceries,,,,,,
06/03/2020,-8.510,s,,,Aldi,Groceries,,,,,,
06/03/2020,-10.230,s,,,Café/restaurant 437,Café&restaurant,,,,,,
09/03/2020,-7.000,s,,,Café/restaurant 346,Café&restaurant,,,,,,
09/03/2020,-177.450,s,,,Café/restaurant 58,Café&restaurant,,,,,,
10/03/2020,-13.600,s,,,Café/restaurant 143,Café&restaurant,,,,,,
10/03/2020,-58.440,s,,,Café/restaurant 195,Café&restaurant,,,,,,
11/03/2020,-5.460,s,,,Café/restaurant 3,Café&restaurant,,,,Tag 30,,
11/03/2020,-38.390,s,,,Wind,Subscriptions,,,,,,
11/03/2020,-123.060,s,,,Fotex,Groceries,,,,,,
11/03/2020,-194.020,s,,,Aldi,Groceries,,,,,,
11/03/2020,-277.200,s,,,Irma,Groceries,,,,,,
11/03/2020,-349.320,s,,,Café/restaurant 214,Café&restaurant,,,,Tag 30,,
11/03/2020,-365.240,s,,,Trenitalia,Transportation,,,,,,
11/03/2020,-384.350,s,,,Ski pass,Entertainment,,,,Tag 30,,
12/03/2020,-49.880,s,,,Youtube,Subscriptions,,,,,,
13/03/2020,109.7179776,s,,,Salary 7,Salary,,x,,,,
16/03/2020,554.3645184,s,,,Salary 7,Salary,,x,,,,
17/03/2020,964.020,s,,,Easyjet,Flights,,,,,,
17/03/2020,-41.580,s,,,Netflix,Subscriptions,,,,,,
17/03/2020,-355.980,s,,,Ryanair,Flights,,,,,,
19/03/2020,-53.660,s,,,Aldi,Groceries,,,,,,
19/03/2020,-86.330,s,,,Irma,Groceries,,,,,,
24/03/2020,-40.180,s,,,Spotify,Subscriptions,,,,,,
24/03/2020,-373.600,s,,,Aldi,Groceries,,,,,,
30/03/2020,-56.730,s,,,Aldi,Groceries,,,,,,
30/03/2020,-179.190,s,,,Lebara,Subscriptions,,,,,,
30/03/2020,-809.330,s,,,Fotex,Groceries,,,,,,
30/03/2020,2334.906605,s,,,Salary 8,Salary,,,,,,
01/04/2020,1198.800,s,,,SU,SU,,,,,,
01/04/2020,-105.930,s,,,FitnessWorld,Subscriptions,,,,,,
01/04/2020,-196.220,s,,,Aldi,Groceries,,,,,,
01/04/2020,-2760.000,s,,,Nordhavn,Rent,,,,,,
03/04/2020,-27.060,s,,,Aldi,Groceries,,,,,,
06/04/2020,-84.050,s,,,Irma,Groceries,,,,,,
07/04/2020,-27.110,s,,,Aldi,Groceries,,,,,,
14/04/2020,-1.260,s,,,Irma,Groceries,,,,,,
14/04/2020,-34.140,s,,,fotex,Groceries,,,,,,
14/04/2020,-291.230,s,,,Aldi,Groceries,,,,,,
15/04/2020,-16.960,s,,,Irma,Groceries,,,,,,
17/04/2020,-0.730,s,,,Aldi,Groceries,,,,,,
17/04/2020,-118.740,s,,,Fotex,Groceries,,,,,,
17/04/2020,-158.890,s,,,Aldi,Groceries,,,,,,
20/04/2020,-6.500,s,,,Irma,Groceries,,,,,,
20/04/2020,-245.760,s,,,Cloath/beauty store 450,Cloathing&Beauty,,,,,,
21/04/2020,-82.320,s,,,Spotify,Subscriptions,,,,,,
22/04/2020,-4.860,s,,,Fotex,Groceries,,,,,,
22/04/2020,-52.060,s,,,Aldi,Groceries,,,,,,
22/04/2020,-928.560,s,,,Ricky Gervais,Entertainment,,,,,,
23/04/2020,-8.850,s,,,findrommate,Subscriptions,,,,,,
24/04/2020,-2.550,s,,,Aldi,Groceries,,,,,,
24/04/2020,-47.040,s,,,Irma,Groceries,,,,,,
27/04/2020,-27.200,s,,,Aldi,Groceries,,,,,,
27/04/2020,-99.450,s,,,Irma,Groceries,,,,,,
27/04/2020,-191.020,s,,,Aldi,Groceries,,,,,,
27/04/2020,2682.579715,s,,,Salary 9,Salary,,,,,,
29/04/2020,-51.480,s,,,Lebara,Subscriptions,,,,,,
01/05/2020,2397.600,s,,,SU,SU,,,,,,
01/05/2020,-68.900,s,,,Aldi,Groceries,,,,,,
01/05/2020,-69.030,s,,,Aldi,Groceries,,,,,,
01/05/2020,-225.940,s,,,Irma,Groceries,,,,,,
01/05/2020,-5040.000,s,,,Nordhavn,Rent,,,,,,
04/05/2020,-134.370,s,,,Fotex,Groceries,,,,,,
06/05/2020,-27.190,s,,,Aldi,Groceries,,,,,,
07/05/2020,497.250,s,,,Rimborso Luis C.K.,Entertainment,,,,,,
07/05/2020,-37.290,s,,,Irma,Groceries,,,,,,
07/05/2020,-144.060,s,,,Aldi,Groceries,,,,,,
07/05/2020,-185.420,s,,,Fotex,Groceries,,,,,,
10/05/2020,-53.980,s,,,Aldi,Groceries,,,,,,
11/05/2020,-19.300,s,,,Aldi,Groceries,,,,,,
11/05/2020,-166.480,s,,,Fotex,Groceries,,,,,,
11/05/2020,-345.370,s,,,Irma,Groceries,,,,,,
13/05/2020,-256.660,s,,,Irma,Groceries,,,,,,
18/05/2020,-38.500,s,,,Café/restaurant 219,Café&restaurant,,,,,,
18/05/2020,-46.200,s,,,Meny,Groceries,,,,,,
18/05/2020,-84.470,s,,,Aldi,Groceries,,,,,,
18/05/2020,-275.080,s,,,findrommate,Subscriptions,,,,,,
25/05/2020,-11.480,s,,,Aldi,Groceries,,,,,,
25/05/2020,-22.220,s,,,Café/restaurant 228,Café&restaurant,,,,,,
25/05/2020,-40.800,s,,,Bar 27,Bar&cocktails,,,,,,
25/05/2020,-68.820,s,,,Irma,Groceries,,,,,,
25/05/2020,-81.760,s,,,Café/restaurant 402,Café&restaurant,,,,,,
25/05/2020,-101.750,s,,,Irma,Groceries,,,,,,
